"","GTR","Name","Gene","...4","...5"
"980","GTR000569188.16","Genomic Unity Epilepsy Analysis","MCPH1 (8p23.1)","Epilepsy","Germline"
"981","GTR000569188.16","Genomic Unity Epilepsy Analysis","MECP2 (Xq28)","Epilepsy","Germline"
"982","GTR000569188.16","Genomic Unity Epilepsy Analysis","MED12 (Xq13.1)","Epilepsy","Germline"
"983","GTR000569188.16","Genomic Unity Epilepsy Analysis","MEF2C (5q14.3)","Epilepsy","Germline"
"984","GTR000569188.16","Genomic Unity Epilepsy Analysis","MFSD8 (4q28.2)","Epilepsy","Germline"
"985","GTR000569188.16","Genomic Unity Epilepsy Analysis","MLC1 (22q13.33)","Epilepsy","Germline"
"986","GTR000569188.16","Genomic Unity Epilepsy Analysis","MOCS1 (6p21.2)","Epilepsy","Germline"
"987","GTR000569188.16","Genomic Unity Epilepsy Analysis","MRPL44 (2q36.1)","Epilepsy","Germline"
"988","GTR000569188.16","Genomic Unity Epilepsy Analysis","MTFMT (15q22.31)","Epilepsy","Germline"
"989","GTR000569188.16","Genomic Unity Epilepsy Analysis","MTOR (1p36.22)","Epilepsy","Germline"
"990","GTR000569188.16","Genomic Unity Epilepsy Analysis","NACC1 (19p13.13)","Epilepsy","Germline"
"991","GTR000569188.16","Genomic Unity Epilepsy Analysis","NALCN (13q32.3-33.1)","Epilepsy","Germline"
"992","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDE1 (16p13.11)","Epilepsy","Germline"
"993","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFA1 (Xq24)","Epilepsy","Germline"
"994","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFAF5 (20p12.1)","Epilepsy","Germline"
"995","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFAF6 (8q22.1)","Epilepsy","Germline"
"996","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFS2 (1q23.3)","Epilepsy","Germline"
"997","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFS4 (5q11.2)","Epilepsy","Germline"
"998","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFS7 (19p13.3)","Epilepsy","Germline"
"999","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFS8 (11q13.2)","Epilepsy","Germline"
"1000","GTR000569188.16","Genomic Unity Epilepsy Analysis","NDUFV1 (11q13.2)","Epilepsy","Germline"
"1001","GTR000569188.16","Genomic Unity Epilepsy Analysis","NECAP1 (12p13.31)","Epilepsy","Germline"
"1002","GTR000569188.16","Genomic Unity Epilepsy Analysis","NEDD4L (18q21.31)","Epilepsy","Germline"
"1003","GTR000569188.16","Genomic Unity Epilepsy Analysis","NEU1 (6p21.33)","Epilepsy","Germline"
"1004","GTR000569188.16","Genomic Unity Epilepsy Analysis","NEXMIF (Xq13.3)","Epilepsy","Germline"
"1005","GTR000569188.16","Genomic Unity Epilepsy Analysis","NFU1 (2p13.3)","Epilepsy","Germline"
"1006","GTR000569188.16","Genomic Unity Epilepsy Analysis","NGLY1 (3p24.2)","Epilepsy","Germline"
"1007","GTR000569188.16","Genomic Unity Epilepsy Analysis","NHLRC1 (6p22.3)","Epilepsy","Germline"
"1008","GTR000569188.16","Genomic Unity Epilepsy Analysis","NIPBL (5p13.2)","Epilepsy","Germline"
"1009","GTR000569188.16","Genomic Unity Epilepsy Analysis","NOTCH3 (19p13.12)","Epilepsy","Germline"
"1010","GTR000569188.16","Genomic Unity Epilepsy Analysis","NPRL3 (16p13.3)","Epilepsy","Germline"
"1011","GTR000569188.16","Genomic Unity Epilepsy Analysis","NR2F1 (5q15)","Epilepsy","Germline"
"1012","GTR000569188.16","Genomic Unity Epilepsy Analysis","NRXN1 (2p16.3)","Epilepsy","Germline"
"1013","GTR000569188.16","Genomic Unity Epilepsy Analysis","NUBPL (14q12)","Epilepsy","Germline"
"1014","GTR000569188.16","Genomic Unity Epilepsy Analysis","OFD1 (Xp22.2)","Epilepsy","Germline"
"1015","GTR000569188.16","Genomic Unity Epilepsy Analysis","OPHN1 (Xq12)","Epilepsy","Germline"
"1016","GTR000569188.16","Genomic Unity Epilepsy Analysis","PAFAH1B1 (17p13.3)","Epilepsy","Germline"
"1017","GTR000569188.16","Genomic Unity Epilepsy Analysis","PAK3 (Xq23)","Epilepsy","Germline"
"1018","GTR000569188.16","Genomic Unity Epilepsy Analysis","PCDH19 (Xq22.1)","Epilepsy","Germline"
"1019","GTR000569188.16","Genomic Unity Epilepsy Analysis","PEX7 (6q23.3)","Epilepsy","Germline"
"1020","GTR000569188.16","Genomic Unity Epilepsy Analysis","PGK1 (Xq21.1)","Epilepsy","Germline"
"1021","GTR000569188.16","Genomic Unity Epilepsy Analysis","PHF6 (Xq26.2)","Epilepsy","Germline"
"1022","GTR000569188.16","Genomic Unity Epilepsy Analysis","PHGDH (1p12)","Epilepsy","Germline"
"1023","GTR000569188.16","Genomic Unity Epilepsy Analysis","PIGN (18q21.33)","Epilepsy","Germline"
"1024","GTR000569188.16","Genomic Unity Epilepsy Analysis","PIGO (9p13.3)","Epilepsy","Germline"
"1025","GTR000569188.16","Genomic Unity Epilepsy Analysis","PIGT (20q13.12)","Epilepsy","Germline"
"1026","GTR000569188.16","Genomic Unity Epilepsy Analysis","PIGV (1p36.11)","Epilepsy","Germline"
"1027","GTR000569188.16","Genomic Unity Epilepsy Analysis","PLCB1 (20p12.3)","Epilepsy","Germline"
"1028","GTR000569188.16","Genomic Unity Epilepsy Analysis","PLP1 (Xq22.2)","Epilepsy","Germline"
"1029","GTR000569188.16","Genomic Unity Epilepsy Analysis","PNKD (2q35)","Epilepsy","Germline"
"1030","GTR000569188.16","Genomic Unity Epilepsy Analysis","PNKP (19q13.33)","Epilepsy","Germline"
"1031","GTR000569188.16","Genomic Unity Epilepsy Analysis","PNPO (17q21.32)","Epilepsy","Germline"
"1032","GTR000569188.16","Genomic Unity Epilepsy Analysis","POLG (15q26.1)","Epilepsy","Germline"
"1033","GTR000569188.16","Genomic Unity Epilepsy Analysis","POLR3A (10q22.3)","Epilepsy","Germline"
"1034","GTR000569188.16","Genomic Unity Epilepsy Analysis","POLR3B (12q23.3)","Epilepsy","Germline"
"1035","GTR000569188.16","Genomic Unity Epilepsy Analysis","POMGNT1 (1p34.1)","Epilepsy","Germline"
"1036","GTR000569188.16","Genomic Unity Epilepsy Analysis","POMT1 (9q34.13)","Epilepsy","Germline"
"1037","GTR000569188.16","Genomic Unity Epilepsy Analysis","POMT2 (14q24.3)","Epilepsy","Germline"
"1038","GTR000569188.16","Genomic Unity Epilepsy Analysis","PPP2R5D (6p21.1)","Epilepsy","Germline"
"1039","GTR000569188.16","Genomic Unity Epilepsy Analysis","PPT1 (1p34.2)","Epilepsy","Germline"
"1040","GTR000569188.16","Genomic Unity Epilepsy Analysis","PQBP1 (Xp11.23)","Epilepsy","Germline"
"1041","GTR000569188.16","Genomic Unity Epilepsy Analysis","PRICKLE1 (12q12)","Epilepsy","Germline"
"1042","GTR000569188.16","Genomic Unity Epilepsy Analysis","PRICKLE2 (3p14.1)","Epilepsy","Germline"
"1043","GTR000569188.16","Genomic Unity Epilepsy Analysis","PRIMA1 (14q32.12)","Epilepsy","Germline"
"1044","GTR000569188.16","Genomic Unity Epilepsy Analysis","PRODH (22q11.21)","Epilepsy","Germline"
"1045","GTR000569188.16","Genomic Unity Epilepsy Analysis","PRRT2 (16p11.2)","Epilepsy","Germline"
"1046","GTR000569188.16","Genomic Unity Epilepsy Analysis","PSAP (10q22.1)","Epilepsy","Germline"
"1047","GTR000569188.16","Genomic Unity Epilepsy Analysis","PTS (11q23.1)","Epilepsy","Germline"
"1048","GTR000569188.16","Genomic Unity Epilepsy Analysis","PURA (5q31.3)","Epilepsy","Germline"
"1049","GTR000569188.16","Genomic Unity Epilepsy Analysis","PYCR2 (1q42.12)","Epilepsy","Germline"
"1050","GTR000569188.16","Genomic Unity Epilepsy Analysis","QARS1 (3p21.31)","Epilepsy","Germline"
"1051","GTR000569188.16","Genomic Unity Epilepsy Analysis","QDPR (4p15.32)","Epilepsy","Germline"
"1052","GTR000569188.16","Genomic Unity Epilepsy Analysis","RAB39B (Xq28)","Epilepsy","Germline"
"1053","GTR000569188.16","Genomic Unity Epilepsy Analysis","RAB3GAP1 (2q21.3)","Epilepsy","Germline"
"1054","GTR000569188.16","Genomic Unity Epilepsy Analysis","RAI1 (17p11.2)","Epilepsy","Germline"
"1055","GTR000569188.16","Genomic Unity Epilepsy Analysis","RARS1 (5q34)","Epilepsy","Germline"
"1056","GTR000569188.16","Genomic Unity Epilepsy Analysis","RELN (7q22.1)","Epilepsy","Germline"
"1057","GTR000569188.16","Genomic Unity Epilepsy Analysis","RMND1 (6q25.1)","Epilepsy","Germline"
"1058","GTR000569188.16","Genomic Unity Epilepsy Analysis","RNASEH2A (19p13.13)","Epilepsy","Germline"
"1059","GTR000569188.16","Genomic Unity Epilepsy Analysis","RNASEH2B (13q14.3)","Epilepsy","Germline"
"1060","GTR000569188.16","Genomic Unity Epilepsy Analysis","RNASEH2C (11q13.1)","Epilepsy","Germline"
"1061","GTR000569188.16","Genomic Unity Epilepsy Analysis","RNASET2 (6q27)","Epilepsy","Germline"
"1062","GTR000569188.16","Genomic Unity Epilepsy Analysis","RNF216 (7p22.1)","Epilepsy","Germline"
"1063","GTR000569188.16","Genomic Unity Epilepsy Analysis","ROGDI (16p13.3)","Epilepsy","Germline"
"1064","GTR000569188.16","Genomic Unity Epilepsy Analysis","SAMHD1 (20q11.23)","Epilepsy","Germline"
"1065","GTR000569188.16","Genomic Unity Epilepsy Analysis","SATB2 (2q33.1)","Epilepsy","Germline"
"1066","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCARB2 (4q21.1)","Epilepsy","Germline"
"1067","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN1A (2q24.3)","Epilepsy","Germline"
"1068","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN1B (19q13.11)","Epilepsy","Germline"
"1069","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN2A (2q24.3)","Epilepsy","Germline"
"1070","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN3A (2q24.3)","Epilepsy","Germline"
"1071","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN5A (3p22.2)","Epilepsy","Germline"
"1072","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN8A (12q13.13)","Epilepsy","Germline"
"1073","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCN9A (2q24.3)","Epilepsy","Germline"
"1074","GTR000569188.16","Genomic Unity Epilepsy Analysis","SCO1 (17p13.1)","Epilepsy","Germline"
"1075","GTR000569188.16","Genomic Unity Epilepsy Analysis","SDHAF1 (19q13.12)","Epilepsy","Germline"
"1076","GTR000569188.16","Genomic Unity Epilepsy Analysis","SERAC1 (6q25.3)","Epilepsy","Germline"
"1077","GTR000569188.16","Genomic Unity Epilepsy Analysis","SERPINI1 (3q26.1)","Epilepsy","Germline"
"1078","GTR000569188.16","Genomic Unity Epilepsy Analysis","SETBP1 (18q12.3)","Epilepsy","Germline"
"1079","GTR000569188.16","Genomic Unity Epilepsy Analysis","SETD2 (3p21.31)","Epilepsy","Germline"
"1080","GTR000569188.16","Genomic Unity Epilepsy Analysis","SGCE (7q21.3)","Epilepsy","Germline"
"1081","GTR000569188.16","Genomic Unity Epilepsy Analysis","SHH (7q36.3)","Epilepsy","Germline"
"1082","GTR000569188.16","Genomic Unity Epilepsy Analysis","SIK1 (21q22.3)","Epilepsy","Germline"
"1083","GTR000569188.16","Genomic Unity Epilepsy Analysis","SIX3 (2p21)","Epilepsy","Germline"
"1084","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC12A5 (20q13.12)","Epilepsy","Germline"
"1085","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC13A5 (17p13.1)","Epilepsy","Germline"
"1086","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC19A3 (2q36.3)","Epilepsy","Germline"
"1087","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC1A2 (11p13)","Epilepsy","Germline"
"1088","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC25A1 (22q11.21)","Epilepsy","Germline"
"1089","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC25A12 (2q31.1)","Epilepsy","Germline"
"1090","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC25A15 (13q14.11)","Epilepsy","Germline"
"1091","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC25A19 (17q25.1)","Epilepsy","Germline"
"1092","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC25A22 (11p15.5)","Epilepsy","Germline"
"1093","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC2A1 (1p34.2)","Epilepsy","Germline"
"1094","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC35A2 (Xp11.23)","Epilepsy","Germline"
"1095","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC39A8 (4q24)","Epilepsy","Germline"
"1096","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC46A1 (17q11.2)","Epilepsy","Germline"
"1097","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC6A1 (3p25.3)","Epilepsy","Germline"
"1098","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC6A8 (Xq28)","Epilepsy","Germline"
"1099","GTR000569188.16","Genomic Unity Epilepsy Analysis","SLC9A6 (Xq26.3)","Epilepsy","Germline"
"1100","GTR000569188.16","Genomic Unity Epilepsy Analysis","SMC1A (Xp11.22)","Epilepsy","Germline"
"1101","GTR000569188.16","Genomic Unity Epilepsy Analysis","SMC3 (10q25.2)","Epilepsy","Germline"
"1102","GTR000569188.16","Genomic Unity Epilepsy Analysis","SMS (Xp22.11)","Epilepsy","Germline"
"1103","GTR000569188.16","Genomic Unity Epilepsy Analysis","SNORD118 (17p13.1)","Epilepsy","Germline"
"1104","GTR000569188.16","Genomic Unity Epilepsy Analysis","SOX10 (22q13.1)","Epilepsy","Germline"
"1105","GTR000569188.16","Genomic Unity Epilepsy Analysis","SPTAN1 (9q34.11)","Epilepsy","Germline"
"1106","GTR000569188.16","Genomic Unity Epilepsy Analysis","SRPX2 (Xq22.1)","Epilepsy","Germline"
"1107","GTR000569188.16","Genomic Unity Epilepsy Analysis","ST3GAL3 (1p34.1)","Epilepsy","Germline"
"1108","GTR000569188.16","Genomic Unity Epilepsy Analysis","ST3GAL5 (2p11.2)","Epilepsy","Germline"
"1109","GTR000569188.16","Genomic Unity Epilepsy Analysis","STIL (1p33)","Epilepsy","Germline"
"1110","GTR000569188.16","Genomic Unity Epilepsy Analysis","STRADA (17q23.3)","Epilepsy","Germline"
"1111","GTR000569188.16","Genomic Unity Epilepsy Analysis","STX1B (16p11.2)","Epilepsy","Germline"
"1112","GTR000569188.16","Genomic Unity Epilepsy Analysis","STXBP1 (9q34.11)","Epilepsy","Germline"
"1113","GTR000569188.16","Genomic Unity Epilepsy Analysis","SUCLA2 (13q14.2)","Epilepsy","Germline"
"1114","GTR000569188.16","Genomic Unity Epilepsy Analysis","SUMF1 (3p26.1)","Epilepsy","Germline"
"1115","GTR000569188.16","Genomic Unity Epilepsy Analysis","SUOX (12q13.2)","Epilepsy","Germline"
"1116","GTR000569188.16","Genomic Unity Epilepsy Analysis","SYN1 (Xp11.3-11.23)","Epilepsy","Germline"
"1117","GTR000569188.16","Genomic Unity Epilepsy Analysis","SYNGAP1 (6p21.32)","Epilepsy","Germline"
"1118","GTR000569188.16","Genomic Unity Epilepsy Analysis","SYNJ1 (21q22.11)","Epilepsy","Germline"
"1119","GTR000569188.16","Genomic Unity Epilepsy Analysis","SZT2 (1p34.2)","Epilepsy","Germline"
"1120","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBC1D24 (16p13.3)","Epilepsy","Germline"
"1121","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBCD (17q25.3)","Epilepsy","Germline"
"1122","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBCE (1q42.3)","Epilepsy","Germline"
"1123","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBCK (4q24)","Epilepsy","Germline"
"1124","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBL1XR1 (3q26.32)","Epilepsy","Germline"
"1125","GTR000569188.16","Genomic Unity Epilepsy Analysis","TBX1 (22q11.21)","Epilepsy","Germline"
"1126","GTR000569188.16","Genomic Unity Epilepsy Analysis","TCF4 (18q21.2)","Epilepsy","Germline"
"1127","GTR000569188.16","Genomic Unity Epilepsy Analysis","TFCP2 (12q13.12-13.13)","Epilepsy","Germline"
"1128","GTR000569188.16","Genomic Unity Epilepsy Analysis","TPK1 (7q35)","Epilepsy","Germline"
"1129","GTR000569188.16","Genomic Unity Epilepsy Analysis","TPP1 (11p15.4)","Epilepsy","Germline"
"1130","GTR000569188.16","Genomic Unity Epilepsy Analysis","TREX1 (3p21.31)","Epilepsy","Germline"
"1131","GTR000569188.16","Genomic Unity Epilepsy Analysis","TSC1 (9q34.13)","Epilepsy","Germline"
"1132","GTR000569188.16","Genomic Unity Epilepsy Analysis","TSC2 (16p13.3)","Epilepsy","Germline"
"1133","GTR000569188.16","Genomic Unity Epilepsy Analysis","TSEN54 (17q25.1)","Epilepsy","Germline"
"1134","GTR000569188.16","Genomic Unity Epilepsy Analysis","TTC19 (17p12)","Epilepsy","Germline"
"1135","GTR000569188.16","Genomic Unity Epilepsy Analysis","TUBA1A (12q13.12)","Epilepsy","Germline"
"1136","GTR000569188.16","Genomic Unity Epilepsy Analysis","TUBA8 (22q11.21)","Epilepsy","Germline"
"1137","GTR000569188.16","Genomic Unity Epilepsy Analysis","TUBB2B (6p25.2)","Epilepsy","Germline"
"1138","GTR000569188.16","Genomic Unity Epilepsy Analysis","TUBB4A (19p13.3)","Epilepsy","Germline"
"1139","GTR000569188.16","Genomic Unity Epilepsy Analysis","UBA5 (3q22.1)","Epilepsy","Germline"
"1140","GTR000569188.16","Genomic Unity Epilepsy Analysis","UBE2A (Xq24)","Epilepsy","Germline"
"1141","GTR000569188.16","Genomic Unity Epilepsy Analysis","UBE3A (15q11.2)","Epilepsy","Germline"
"1142","GTR000569188.16","Genomic Unity Epilepsy Analysis","UNC80 (2q34)","Epilepsy","Germline"
"1143","GTR000569188.16","Genomic Unity Epilepsy Analysis","VPS13A (9q21.2)","Epilepsy","Germline"
"1144","GTR000569188.16","Genomic Unity Epilepsy Analysis","VPS13B (8q22.2)","Epilepsy","Germline"
"1145","GTR000569188.16","Genomic Unity Epilepsy Analysis","WDR26 (1q42.11-42.12)","Epilepsy","Germline"
"1146","GTR000569188.16","Genomic Unity Epilepsy Analysis","WDR45 (Xp11.23)","Epilepsy","Germline"
"1147","GTR000569188.16","Genomic Unity Epilepsy Analysis","WDR62 (19q13.12)","Epilepsy","Germline"
"1148","GTR000569188.16","Genomic Unity Epilepsy Analysis","WWOX (16q23.1-23.2)","Epilepsy","Germline"
"1149","GTR000569188.16","Genomic Unity Epilepsy Analysis","YY1 (14q32.2)","Epilepsy","Germline"
"1150","GTR000569188.16","Genomic Unity Epilepsy Analysis","ZEB2 (2q22.3)","Epilepsy","Germline"
"1151","GTR000569188.16","Genomic Unity Epilepsy Analysis","ZFYVE26 (14q24.1)","Epilepsy","Germline"
"1152","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ADSL (22q13.1)","Epilepsy","Germline"
"1153","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","AFG2A (4q28.1)","Epilepsy","Germline"
"1154","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ALDH5A1 (6p22.3)","Epilepsy","Germline"
"1155","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ALDH7A1 (5q23.2)","Epilepsy","Germline"
"1156","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ALG13 (Xq23)","Epilepsy","Germline"
"1157","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ARHGEF9 (Xq11.1)","Epilepsy","Germline"
"1158","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ARX (Xp21.3)","Epilepsy","Germline"
"1159","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ASNS (7q21.3)","Epilepsy","Germline"
"1160","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ATP1A2 (1q23.2)","Epilepsy","Germline"
"1161","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ATP1A3 (19q13.2)","Epilepsy","Germline"
"1162","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ATP6AP2 (Xp11.4)","Epilepsy","Germline"
"1163","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","ATRX (Xq21.1)","Epilepsy","Germline"
"1164","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","BRAT1 (7p22.3)","Epilepsy","Germline"
"1165","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CACNA1A (19p13.13)","Epilepsy","Germline"
"1166","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CASK (Xp11.4)","Epilepsy","Germline"
"1167","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CDKL5 (Xp22.13)","Epilepsy","Germline"
"1168","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CHD2 (15q26.1)","Epilepsy","Germline"
"1169","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CHRNA2 (8p21.2)","Epilepsy","Germline"
"1170","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CHRNA4 (20q13.33)","Epilepsy","Germline"
"1171","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CHRNA7 (15q13.3)","Epilepsy","Germline"
"1172","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CHRNB2 (1q21.3)","Epilepsy","Germline"
"1173","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CLCN4 (Xp22.2)","Epilepsy","Germline"
"1174","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CLN3 (16p12.1)","Epilepsy","Germline"
"1175","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CLN5 (13q22.3)","Epilepsy","Germline"
"1176","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CLN6 (15q23)","Epilepsy","Germline"
"1177","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CLN8 (8p23.3)","Epilepsy","Germline"
"1178","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CNTNAP2 (7q35-36.1)","Epilepsy","Germline"
"1179","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CSTB (21q22.3)","Epilepsy","Germline"
"1180","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CTNNB1 (3p22.1)","Epilepsy","Germline"
"1181","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CTSD (11p15.5)","Epilepsy","Germline"
"1182","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","CTSF (11q13.2)","Epilepsy","Germline"
"1183","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","DDX3X (Xp11.4)","Epilepsy","Germline"
"1184","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","DEPDC5 (22q12.2-12.3)","Epilepsy","Germline"
"1185","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","DNAJC5 (20q13.33)","Epilepsy","Germline"
"1186","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","DNM1 (9q34.11)","Epilepsy","Germline"
"1187","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","DYRK1A (21q22.13)","Epilepsy","Germline"
"1188","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","EEF1A2 (20q13.33)","Epilepsy","Germline"
"1189","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","EHMT1 (9q34.3)","Epilepsy","Germline"
"1190","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","EPM2A (6q24.3)","Epilepsy","Germline"
"1191","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","FLNA (Xq28)","Epilepsy","Germline"
"1192","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","FOLR1 (11q13.4)","Epilepsy","Germline"
"1193","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","FOXG1 (14q12)","Epilepsy","Germline"
"1194","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","FRRS1L (9q31.3)","Epilepsy","Germline"
"1195","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GABBR2 (9q22.33)","Epilepsy","Germline"
"1196","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GABRA1 (5q34)","Epilepsy","Germline"
"1197","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GABRB2 (5q34)","Epilepsy","Germline"
"1198","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GABRB3 (15q12)","Epilepsy","Germline"
"1199","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GABRG2 (5q34)","Epilepsy","Germline"
"1200","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GAMT (19p13.3)","Epilepsy","Germline"
"1201","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GATM (15q21.1)","Epilepsy","Germline"
"1202","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GLDC (9p24.1)","Epilepsy","Germline"
"1203","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GNAO1 (16q13)","Epilepsy","Germline"
"1204","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GOSR2 (17q21.32)","Epilepsy","Germline"
"1205","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GRIN1 (9q34.3)","Epilepsy","Germline"
"1206","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GRIN2A (16p13.2)","Epilepsy","Germline"
"1207","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","GRIN2B (12p13.1)","Epilepsy","Germline"
"1208","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","HNRNPU (1q44)","Epilepsy","Germline"
"1209","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","IQSEC2 (Xp11.22)","Epilepsy","Germline"
"1210","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KANSL1 (17q21.31)","Epilepsy","Germline"
"1211","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNA2 (1p13.3)","Epilepsy","Germline"
"1212","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNB1 (20q13.13)","Epilepsy","Germline"
"1213","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNC1 (11p15.1)","Epilepsy","Germline"
"1214","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNH1 (1q32.2)","Epilepsy","Germline"
"1215","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNJ10 (1q23.2)","Epilepsy","Germline"
"1216","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNMA1 (10q22.3)","Epilepsy","Germline"
"1217","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNQ2 (20q13.33)","Epilepsy","Germline"
"1218","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNQ3 (8q24.22)","Epilepsy","Germline"
"1219","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCNT1 (9q34.3)","Epilepsy","Germline"
"1220","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KCTD7 (7q11.21)","Epilepsy","Germline"
"1221","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","KDM6A (Xp11.3)","Epilepsy","Germline"
"1222","GTR000569670.1","GeneDx Comprehensive Epilepsy Panel","LGI1 (10q23.33)","Epilepsy","Germline"
